BioSample,LibraryName,refGenome,fq1,fq2,lat,long,Organism,Run,BioProject
AWJG01F03,AWJG01F03_S69,GCA_023055435.1,AWJG01F03_S69_R1_001.fastq.gz,AWJG01F03_S69_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F03_S69,73-Haliotis
AWJG01G03,AWJG01G03_S68,GCA_023055435.1,AWJG01G03_S68_R1_001.fastq.gz,AWJG01G03_S68_R2_001.fastq.gz,42.738905555555554,-124.50217777777777,73-Haliotis,AWJG01G03_S68,73-Haliotis
AWJG01F04,AWJG01F04_S62,GCA_023055435.1,AWJG01F04_S62_R1_001.fastq.gz,AWJG01F04_S62_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F04_S62,73-Haliotis
AWJG01H03,AWJG01H03_S67,GCA_023055435.1,AWJG01H03_S67_R1_001.fastq.gz,AWJG01H03_S67_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG01H03_S67,73-Haliotis
AWJG01D04,AWJG01D04_S64,GCA_023055435.1,AWJG01D04_S64_R1_001.fastq.gz,AWJG01D04_S64_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG01D04_S64,73-Haliotis
AWJG01B04,AWJG01B04_S65,GCA_023055435.1,AWJG01B04_S65_R1_001.fastq.gz,AWJG01B04_S65_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG01B04_S65,73-Haliotis
AWJG01E04,AWJG01E04_S63,GCA_023055435.1,AWJG01E04_S63_R1_001.fastq.gz,AWJG01E04_S63_R2_001.fastq.gz,31.46263611111111,-116.59057777777777,73-Haliotis,AWJG01E04_S63,73-Haliotis
AWJG01G04,AWJG01G04_S61,GCA_023055435.1,AWJG01G04_S61_R1_001.fastq.gz,AWJG01G04_S61_R2_001.fastq.gz,42.738905555555554,-124.50217777777777,73-Haliotis,AWJG01G04_S61,73-Haliotis
AWJG01A04,AWJG01A04_S66,GCA_023055435.1,AWJG01A04_S66_R1_001.fastq.gz,AWJG01A04_S66_R2_001.fastq.gz,38.563975,-123.33383888888888,73-Haliotis,AWJG01A04_S66,73-Haliotis
AWJG01A06,AWJG01A06_S52,GCA_023055435.1,AWJG01A06_S52_R1_001.fastq.gz,AWJG01A06_S52_R2_001.fastq.gz,39.360083333333336,-123.82366666666667,73-Haliotis,AWJG01A06_S52,73-Haliotis
AWJG01H04,AWJG01H04_S60,GCA_023055435.1,AWJG01H04_S60_R1_001.fastq.gz,AWJG01H04_S60_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG01H04_S60,73-Haliotis
AWJG01A05,AWJG01A05_S59,GCA_023055435.1,AWJG01A05_S59_R1_001.fastq.gz,AWJG01A05_S59_R2_001.fastq.gz,38.530525,-123.27260555555556,73-Haliotis,AWJG01A05_S59,73-Haliotis
AWJG01F05,AWJG01F05_S54,GCA_023055435.1,AWJG01F05_S54_R1_001.fastq.gz,AWJG01F05_S54_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F05_S54,73-Haliotis
AWJG01D05,AWJG01D05_S56,GCA_023055435.1,AWJG01D05_S56_R1_001.fastq.gz,AWJG01D05_S56_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG01D05_S56,73-Haliotis
AWJG01B05,AWJG01B05_S58,GCA_023055435.1,AWJG01B05_S58_R1_001.fastq.gz,AWJG01B05_S58_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG01B05_S58,73-Haliotis
AWJG01G05,AWJG01G05_S53,GCA_023055435.1,AWJG01G05_S53_R1_001.fastq.gz,AWJG01G05_S53_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG01G05_S53,73-Haliotis
AWJG01C05,AWJG01C05_S57,GCA_023055435.1,AWJG01C05_S57_R1_001.fastq.gz,AWJG01C05_S57_R2_001.fastq.gz,36.639425,-121.93438888888889,73-Haliotis,AWJG01C05_S57,73-Haliotis
AWJG01E05,AWJG01E05_S55,GCA_023055435.1,AWJG01E05_S55_R1_001.fastq.gz,AWJG01E05_S55_R2_001.fastq.gz,31.46263611111111,-116.59057777777777,73-Haliotis,AWJG01E05_S55,73-Haliotis
AWJG01B06,AWJG01B06_S51,GCA_023055435.1,AWJG01B06_S51_R1_001.fastq.gz,AWJG01B06_S51_R2_001.fastq.gz,38.530525,-123.27260555555556,73-Haliotis,AWJG01B06_S51,73-Haliotis
AWJG01C06,AWJG01C06_S50,GCA_023055435.1,AWJG01C06_S50_R1_001.fastq.gz,AWJG01C06_S50_R2_001.fastq.gz,37.98801666666667,-122.96269722222223,73-Haliotis,AWJG01C06_S50,73-Haliotis
AWJG01D06,AWJG01D06_S49,GCA_023055435.1,AWJG01D06_S49_R1_001.fastq.gz,AWJG01D06_S49_R2_001.fastq.gz,36.620733333333334,-121.90196666666667,73-Haliotis,AWJG01D06_S49,73-Haliotis
AWJG01F06,AWJG01F06_S47,GCA_023055435.1,AWJG01F06_S47_R1_001.fastq.gz,AWJG01F06_S47_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F06_S47,73-Haliotis
AWJG01H06,AWJG01H06_S46,GCA_023055435.1,AWJG01H06_S46_R1_001.fastq.gz,AWJG01H06_S46_R2_001.fastq.gz,32.67363333333333,-117.24614722222222,73-Haliotis,AWJG01H06_S46,73-Haliotis
AWJG01E06,AWJG01E06_S48,GCA_023055435.1,AWJG01E06_S48_R1_001.fastq.gz,AWJG01E06_S48_R2_001.fastq.gz,33.70445,-118.2946,73-Haliotis,AWJG01E06_S48,73-Haliotis
AWJG01A07,AWJG01A07_S45,GCA_023055435.1,AWJG01A07_S45_R1_001.fastq.gz,AWJG01A07_S45_R2_001.fastq.gz,39.360083333333336,-123.82366666666667,73-Haliotis,AWJG01A07_S45,73-Haliotis
AWJG01B07,AWJG01B07_S44,GCA_023055435.1,AWJG01B07_S44_R1_001.fastq.gz,AWJG01B07_S44_R2_001.fastq.gz,31.86674,-116.59637,73-Haliotis,AWJG01B07_S44,73-Haliotis
AWJG01G07,AWJG01G07_S40,GCA_023055435.1,AWJG01G07_S40_R1_001.fastq.gz,AWJG01G07_S40_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG01G07_S40,73-Haliotis
AWJG01H07,AWJG01H07_S39,GCA_023055435.1,AWJG01H07_S39_R1_001.fastq.gz,AWJG01H07_S39_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG01H07_S39,73-Haliotis
AWJG01D07,AWJG01D07_S43,GCA_023055435.1,AWJG01D07_S43_R1_001.fastq.gz,AWJG01D07_S43_R2_001.fastq.gz,35.21835,-120.86861,73-Haliotis,AWJG01D07_S43,73-Haliotis
AWJG01F07,AWJG01F07_S41,GCA_023055435.1,AWJG01F07_S41_R1_001.fastq.gz,AWJG01F07_S41_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F07_S41,73-Haliotis
AWJG01E07,AWJG01E07_S42,GCA_023055435.1,AWJG01E07_S42_R1_001.fastq.gz,AWJG01E07_S42_R2_001.fastq.gz,40.02043888888889,-124.06986666666667,73-Haliotis,AWJG01E07_S42,73-Haliotis
AWJG01A08,AWJG01A08_S38,GCA_023055435.1,AWJG01A08_S38_R1_001.fastq.gz,AWJG01A08_S38_R2_001.fastq.gz,38.563975,-123.33383888888888,73-Haliotis,AWJG01A08_S38,73-Haliotis
AWJG01C08,AWJG01C08_S37,GCA_023055435.1,AWJG01C08_S37_R1_001.fastq.gz,AWJG01C08_S37_R2_001.fastq.gz,37.700858333333336,-122.99649166666667,73-Haliotis,AWJG01C08_S37,73-Haliotis
AWJG01D08,AWJG01D08_S36,GCA_023055435.1,AWJG01D08_S36_R1_001.fastq.gz,AWJG01D08_S36_R2_001.fastq.gz,35.21835,-120.86861,73-Haliotis,AWJG01D08_S36,73-Haliotis
AWJG01E08,AWJG01E08_S35,GCA_023055435.1,AWJG01E08_S35_R1_001.fastq.gz,AWJG01E08_S35_R2_001.fastq.gz,40.02043888888889,-124.06986666666667,73-Haliotis,AWJG01E08_S35,73-Haliotis
AWJG01F08,AWJG01F08_S34,GCA_023055435.1,AWJG01F08_S34_R1_001.fastq.gz,AWJG01F08_S34_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F08_S34,73-Haliotis
AWJG01H08,AWJG01H08_S32,GCA_023055435.1,AWJG01H08_S32_R1_001.fastq.gz,AWJG01H08_S32_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG01H08_S32,73-Haliotis
AWJG01B09,AWJG01B09_S30,GCA_023055435.1,AWJG01B09_S30_R1_001.fastq.gz,AWJG01B09_S30_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG01B09_S30,73-Haliotis
AWJG01A09,AWJG01A09_S31,GCA_023055435.1,AWJG01A09_S31_R1_001.fastq.gz,AWJG01A09_S31_R2_001.fastq.gz,38.563975,-123.33383888888888,73-Haliotis,AWJG01A09_S31,73-Haliotis
AWJG01G08,AWJG01G08_S33,GCA_023055435.1,AWJG01G08_S33_R1_001.fastq.gz,AWJG01G08_S33_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG01G08_S33,73-Haliotis
AWJG01C09,AWJG01C09_S29,GCA_023055435.1,AWJG01C09_S29_R1_001.fastq.gz,AWJG01C09_S29_R2_001.fastq.gz,37.700858333333336,-122.99649166666667,73-Haliotis,AWJG01C09_S29,73-Haliotis
AWJG01D09,AWJG01D09_S28,GCA_023055435.1,AWJG01D09_S28_R1_001.fastq.gz,AWJG01D09_S28_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG01D09_S28,73-Haliotis
AWJG01E09,AWJG01E09_S27,GCA_023055435.1,AWJG01E09_S27_R1_001.fastq.gz,AWJG01E09_S27_R2_001.fastq.gz,31.46263611111111,-116.59057777777777,73-Haliotis,AWJG01E09_S27,73-Haliotis
AWJG01F09,AWJG01F09_S26,GCA_023055435.1,AWJG01F09_S26_R1_001.fastq.gz,AWJG01F09_S26_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F09_S26,73-Haliotis
AWJG01H09,AWJG01H09_S24,GCA_023055435.1,AWJG01H09_S24_R1_001.fastq.gz,AWJG01H09_S24_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG01H09_S24,73-Haliotis
AWJG01G09,AWJG01G09_S25,GCA_023055435.1,AWJG01G09_S25_R1_001.fastq.gz,AWJG01G09_S25_R2_001.fastq.gz,42.2638,-124.2802,73-Haliotis,AWJG01G09_S25,73-Haliotis
AWJG01B10,AWJG01B10_S23,GCA_023055435.1,AWJG01B10_S23_R1_001.fastq.gz,AWJG01B10_S23_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG01B10_S23,73-Haliotis
AWJG01C10,AWJG01C10_S22,GCA_023055435.1,AWJG01C10_S22_R1_001.fastq.gz,AWJG01C10_S22_R2_001.fastq.gz,36.639425,-121.93438888888889,73-Haliotis,AWJG01C10_S22,73-Haliotis
AWJG01D10,AWJG01D10_S21,GCA_023055435.1,AWJG01D10_S21_R1_001.fastq.gz,AWJG01D10_S21_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG01D10_S21,73-Haliotis
AWJG01E10,AWJG01E10_S20,GCA_023055435.1,AWJG01E10_S20_R1_001.fastq.gz,AWJG01E10_S20_R2_001.fastq.gz,31.46263611111111,-116.59057777777777,73-Haliotis,AWJG01E10_S20,73-Haliotis
AWJG01F10,AWJG01F10_S19,GCA_023055435.1,AWJG01F10_S19_R1_001.fastq.gz,AWJG01F10_S19_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F10_S19,73-Haliotis
AWJG01H10,AWJG01H10_S17,GCA_023055435.1,AWJG01H10_S17_R1_001.fastq.gz,AWJG01H10_S17_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG01H10_S17,73-Haliotis
AWJG01G10,AWJG01G10_S18,GCA_023055435.1,AWJG01G10_S18_R1_001.fastq.gz,AWJG01G10_S18_R2_001.fastq.gz,32.67363333333333,-117.24614722222222,73-Haliotis,AWJG01G10_S18,73-Haliotis
AWJG01A11,AWJG01A11_S16,GCA_023055435.1,AWJG01A11_S16_R1_001.fastq.gz,AWJG01A11_S16_R2_001.fastq.gz,39.269758333333336,-123.79865833333334,73-Haliotis,AWJG01A11_S16,73-Haliotis
AWJG01D11,AWJG01D11_S13,GCA_023055435.1,AWJG01D11_S13_R1_001.fastq.gz,AWJG01D11_S13_R2_001.fastq.gz,36.620733333333334,-121.90196666666667,73-Haliotis,AWJG01D11_S13,73-Haliotis
AWJG01F11,AWJG01F11_S11,GCA_023055435.1,AWJG01F11_S11_R1_001.fastq.gz,AWJG01F11_S11_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F11_S11,73-Haliotis
AWJG01E11,AWJG01E11_S12,GCA_023055435.1,AWJG01E11_S12_R1_001.fastq.gz,AWJG01E11_S12_R2_001.fastq.gz,33.70445,-118.2946,73-Haliotis,AWJG01E11_S12,73-Haliotis
AWJG01B11,AWJG01B11_S15,GCA_023055435.1,AWJG01B11_S15_R1_001.fastq.gz,AWJG01B11_S15_R2_001.fastq.gz,38.530525,-123.27260555555556,73-Haliotis,AWJG01B11_S15,73-Haliotis
AWJG01C11,AWJG01C11_S14,GCA_023055435.1,AWJG01C11_S14_R1_001.fastq.gz,AWJG01C11_S14_R2_001.fastq.gz,37.98801666666667,-122.96269722222223,73-Haliotis,AWJG01C11_S14,73-Haliotis
AWJG01G11,AWJG01G11_S10,GCA_023055435.1,AWJG01G11_S10_R1_001.fastq.gz,AWJG01G11_S10_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG01G11_S10,73-Haliotis
AWJG01H11,AWJG01H11_S9,GCA_023055435.1,AWJG01H11_S9_R1_001.fastq.gz,AWJG01H11_S9_R2_001.fastq.gz,39.360083333333336,-123.82366666666667,73-Haliotis,AWJG01H11_S9,73-Haliotis
AWJG01A12,AWJG01A12_S8,GCA_023055435.1,AWJG01A12_S8_R1_001.fastq.gz,AWJG01A12_S8_R2_001.fastq.gz,39.269758333333336,-123.79865833333334,73-Haliotis,AWJG01A12_S8,73-Haliotis
AWJG01B12,AWJG01B12_S7,GCA_023055435.1,AWJG01B12_S7_R1_001.fastq.gz,AWJG01B12_S7_R2_001.fastq.gz,38.45571944444445,-123.14509722222223,73-Haliotis,AWJG01B12_S7,73-Haliotis
AWJG01D12,AWJG01D12_S5,GCA_023055435.1,AWJG01D12_S5_R1_001.fastq.gz,AWJG01D12_S5_R2_001.fastq.gz,35.21835,-120.86861,73-Haliotis,AWJG01D12_S5,73-Haliotis
AWJG01C12,AWJG01C12_S6,GCA_023055435.1,AWJG01C12_S6_R1_001.fastq.gz,AWJG01C12_S6_R2_001.fastq.gz,37.98801666666667,-122.96269722222223,73-Haliotis,AWJG01C12_S6,73-Haliotis
AWJG01F12,AWJG01F12_S3,GCA_023055435.1,AWJG01F12_S3_R1_001.fastq.gz,AWJG01F12_S3_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG01F12_S3,73-Haliotis
AWJG01E12,AWJG01E12_S4,GCA_023055435.1,AWJG01E12_S4_R1_001.fastq.gz,AWJG01E12_S4_R2_001.fastq.gz,31.54910277777778,-116.68323611111111,73-Haliotis,AWJG01E12_S4,73-Haliotis
AWJG01H12,AWJG01H12_S1,GCA_023055435.1,AWJG01H12_S1_R1_001.fastq.gz,AWJG01H12_S1_R2_001.fastq.gz,32.67363333333333,-117.24614722222222,73-Haliotis,AWJG01H12_S1,73-Haliotis
AWJG01G12,AWJG01G12_S2,GCA_023055435.1,AWJG01G12_S2_R1_001.fastq.gz,AWJG01G12_S2_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG01G12_S2,73-Haliotis
AWJG02A01,AWJG02A01,GCA_023055435.1,AWJG02A01_R1_001.fastq.gz,AWJG02A01_R2_001.fastq.gz,39.360083333333336,-123.82366666666667,73-Haliotis,AWJG02A01,73-Haliotis
AWJG02B01,AWJG02B01,GCA_023055435.1,AWJG02B01_R1_001.fastq.gz,AWJG02B01_R2_001.fastq.gz,38.45571944444445,-123.14509722222223,73-Haliotis,AWJG02B01,73-Haliotis
AWJG02C01,AWJG02C01,GCA_023055435.1,AWJG02C01_R1_001.fastq.gz,AWJG02C01_R2_001.fastq.gz,37.700858333333336,-122.99649166666667,73-Haliotis,AWJG02C01,73-Haliotis
AWJG02D01,AWJG02D01,GCA_023055435.1,AWJG02D01_R1_001.fastq.gz,AWJG02D01_R2_001.fastq.gz,35.20272,-120.85028,73-Haliotis,AWJG02D01,73-Haliotis
AWJG02E01,AWJG02E01,GCA_023055435.1,AWJG02E01_R1_001.fastq.gz,AWJG02E01_R2_001.fastq.gz,31.54910277777778,-116.68323611111111,73-Haliotis,AWJG02E01,73-Haliotis
AWJG02F01,AWJG02F01,GCA_023055435.1,AWJG02F01_R1_001.fastq.gz,AWJG02F01_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F01,73-Haliotis
AWJG02G01,AWJG02G01,GCA_023055435.1,AWJG02G01_R1_001.fastq.gz,AWJG02G01_R2_001.fastq.gz,42.2638,-124.2802,73-Haliotis,AWJG02G01,73-Haliotis
AWJG02H01,AWJG02H01,GCA_023055435.1,AWJG02H01_R1_001.fastq.gz,AWJG02H01_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG02H01,73-Haliotis
AWJG02A02,AWJG02A02,GCA_023055435.1,AWJG02A02_R1_001.fastq.gz,AWJG02A02_R2_001.fastq.gz,39.360083333333336,-123.82366666666667,73-Haliotis,AWJG02A02,73-Haliotis
AWJG02B02,AWJG02B02,GCA_023055435.1,AWJG02B02_R1_001.fastq.gz,AWJG02B02_R2_001.fastq.gz,32.67363333333333,-117.24614722222222,73-Haliotis,AWJG02B02,73-Haliotis
AWJG02C02,AWJG02C02,GCA_023055435.1,AWJG02C02_R1_001.fastq.gz,AWJG02C02_R2_001.fastq.gz,37.700858333333336,-122.99649166666667,73-Haliotis,AWJG02C02,73-Haliotis
AWJG02D02,AWJG02D02,GCA_023055435.1,AWJG02D02_R1_001.fastq.gz,AWJG02D02_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG02D02,73-Haliotis
AWJG02G02,AWJG02G02,GCA_023055435.1,AWJG02G02_R1_001.fastq.gz,AWJG02G02_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG02G02,73-Haliotis
AWJG02F02,AWJG02F02,GCA_023055435.1,AWJG02F02_R1_001.fastq.gz,AWJG02F02_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F02,73-Haliotis
AWJG02H02,AWJG02H02,GCA_023055435.1,AWJG02H02_R1_001.fastq.gz,AWJG02H02_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG02H02,73-Haliotis
AWJG02E02,AWJG02E02,GCA_023055435.1,AWJG02E02_R1_001.fastq.gz,AWJG02E02_R2_001.fastq.gz,31.86674,-116.59637,73-Haliotis,AWJG02E02,73-Haliotis
AWJG02A03,AWJG02A03,GCA_023055435.1,AWJG02A03_R1_001.fastq.gz,AWJG02A03_R2_001.fastq.gz,38.530525,-123.27260555555556,73-Haliotis,AWJG02A03,73-Haliotis
AWJG02B03,AWJG02B03,GCA_023055435.1,AWJG02B03_R1_001.fastq.gz,AWJG02B03_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG02B03,73-Haliotis
AWJG02D03,AWJG02D03,GCA_023055435.1,AWJG02D03_R1_001.fastq.gz,AWJG02D03_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG02D03,73-Haliotis
AWJG02E03,AWJG02E03,GCA_023055435.1,AWJG02E03_R1_001.fastq.gz,AWJG02E03_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02E03,73-Haliotis
AWJG02F03,AWJG02F03,GCA_023055435.1,AWJG02F03_R1_001.fastq.gz,AWJG02F03_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG02F03,73-Haliotis
AWJG02G03,AWJG02G03,GCA_023055435.1,AWJG02G03_R1_001.fastq.gz,AWJG02G03_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG02G03,73-Haliotis
AWJG02A04,AWJG02A04,GCA_023055435.1,AWJG02A04_R1_001.fastq.gz,AWJG02A04_R2_001.fastq.gz,39.269758333333336,-123.79865833333334,73-Haliotis,AWJG02A04,73-Haliotis
AWJG02B04,AWJG02B04,GCA_023055435.1,AWJG02B04_R1_001.fastq.gz,AWJG02B04_R2_001.fastq.gz,40.02043888888889,-124.06986666666667,73-Haliotis,AWJG02B04,73-Haliotis
AWJG02E04,AWJG02E04,GCA_023055435.1,AWJG02E04_R1_001.fastq.gz,AWJG02E04_R2_001.fastq.gz,33.70445,-118.2946,73-Haliotis,AWJG02E04,73-Haliotis
AWJG02D04,AWJG02D04,GCA_023055435.1,AWJG02D04_R1_001.fastq.gz,AWJG02D04_R2_001.fastq.gz,36.620733333333334,-121.90196666666667,73-Haliotis,AWJG02D04,73-Haliotis
AWJG02F04,AWJG02F04,GCA_023055435.1,AWJG02F04_R1_001.fastq.gz,AWJG02F04_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F04,73-Haliotis
AWJG02G04,AWJG02G04,GCA_023055435.1,AWJG02G04_R1_001.fastq.gz,AWJG02G04_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG02G04,73-Haliotis
AWJG02A05,AWJG02A05,GCA_023055435.1,AWJG02A05_R1_001.fastq.gz,AWJG02A05_R2_001.fastq.gz,39.269758333333336,-123.79865833333334,73-Haliotis,AWJG02A05,73-Haliotis
AWJG02C05,AWJG02C05,GCA_023055435.1,AWJG02C05_R1_001.fastq.gz,AWJG02C05_R2_001.fastq.gz,37.98801666666667,-122.96269722222223,73-Haliotis,AWJG02C05,73-Haliotis
AWJG02B05,AWJG02B05,GCA_023055435.1,AWJG02B05_R1_001.fastq.gz,AWJG02B05_R2_001.fastq.gz,36.620733333333334,-121.90196666666667,73-Haliotis,AWJG02B05,73-Haliotis
AWJG02D05,AWJG02D05,GCA_023055435.1,AWJG02D05_R1_001.fastq.gz,AWJG02D05_R2_001.fastq.gz,35.20272,-120.85028,73-Haliotis,AWJG02D05,73-Haliotis
AWJG02F05,AWJG02F05,GCA_023055435.1,AWJG02F05_R1_001.fastq.gz,AWJG02F05_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F05,73-Haliotis
AWJG02E05,AWJG02E05,GCA_023055435.1,AWJG02E05_R1_001.fastq.gz,AWJG02E05_R2_001.fastq.gz,31.54910277777778,-116.68323611111111,73-Haliotis,AWJG02E05,73-Haliotis
AWJG02H05,AWJG02H05,GCA_023055435.1,AWJG02H05_R1_001.fastq.gz,AWJG02H05_R2_001.fastq.gz,41.74355833333333,-124.20152777777778,73-Haliotis,AWJG02H05,73-Haliotis
AWJG02G05,AWJG02G05,GCA_023055435.1,AWJG02G05_R1_001.fastq.gz,AWJG02G05_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG02G05,73-Haliotis
AWJG02B06,AWJG02B06,GCA_023055435.1,AWJG02B06_R1_001.fastq.gz,AWJG02B06_R2_001.fastq.gz,38.45571944444445,-123.14509722222223,73-Haliotis,AWJG02B06,73-Haliotis
AWJG02C06,AWJG02C06,GCA_023055435.1,AWJG02C06_R1_001.fastq.gz,AWJG02C06_R2_001.fastq.gz,37.700858333333336,-122.99649166666667,73-Haliotis,AWJG02C06,73-Haliotis
AWJG02D06,AWJG02D06,GCA_023055435.1,AWJG02D06_R1_001.fastq.gz,AWJG02D06_R2_001.fastq.gz,35.21,-120.8573,73-Haliotis,AWJG02D06,73-Haliotis
AWJG02E06,AWJG02E06,GCA_023055435.1,AWJG02E06_R1_001.fastq.gz,AWJG02E06_R2_001.fastq.gz,31.54910277777778,-116.68323611111111,73-Haliotis,AWJG02E06,73-Haliotis
AWJG02F06,AWJG02F06,GCA_023055435.1,AWJG02F06_R1_001.fastq.gz,AWJG02F06_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F06,73-Haliotis
AWJG02G06,AWJG02G06,GCA_023055435.1,AWJG02G06_R1_001.fastq.gz,AWJG02G06_R2_001.fastq.gz,42.4414,-124.3025,73-Haliotis,AWJG02G06,73-Haliotis
AWJG02A07,AWJG02A07,GCA_023055435.1,AWJG02A07_R1_001.fastq.gz,AWJG02A07_R2_001.fastq.gz,38.563975,-123.33383888888888,73-Haliotis,AWJG02A07,73-Haliotis
AWJG02B07,AWJG02B07,GCA_023055435.1,AWJG02B07_R1_001.fastq.gz,AWJG02B07_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG02B07,73-Haliotis
AWJG02C07,AWJG02C07,GCA_023055435.1,AWJG02C07_R1_001.fastq.gz,AWJG02C07_R2_001.fastq.gz,38.530525,-123.27260555555556,73-Haliotis,AWJG02C07,73-Haliotis
AWJG02D07,AWJG02D07,GCA_023055435.1,AWJG02D07_R1_001.fastq.gz,AWJG02D07_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG02D07,73-Haliotis
AWJG02E07,AWJG02E07,GCA_023055435.1,AWJG02E07_R1_001.fastq.gz,AWJG02E07_R2_001.fastq.gz,31.46263611111111,-116.59057777777777,73-Haliotis,AWJG02E07,73-Haliotis
AWJG02F07,AWJG02F07,GCA_023055435.1,AWJG02F07_R1_001.fastq.gz,AWJG02F07_R2_001.fastq.gz,42.04461111111111,-124.2839361111111,73-Haliotis,AWJG02F07,73-Haliotis
AWJG02A08,AWJG02A08,GCA_023055435.1,AWJG02A08_R1_001.fastq.gz,AWJG02A08_R2_001.fastq.gz,40.02043888888889,-124.06986666666667,73-Haliotis,AWJG02A08,73-Haliotis
AWJG02G07,AWJG02G07,GCA_023055435.1,AWJG02G07_R1_001.fastq.gz,AWJG02G07_R2_001.fastq.gz,42.2638,-124.2802,73-Haliotis,AWJG02G07,73-Haliotis
AWJG02B08,AWJG02B08,GCA_023055435.1,AWJG02B08_R1_001.fastq.gz,AWJG02B08_R2_001.fastq.gz,38.31356666666667,-123.07554722222221,73-Haliotis,AWJG02B08,73-Haliotis
AWJG02C08,AWJG02C08,GCA_023055435.1,AWJG02C08_R1_001.fastq.gz,AWJG02C08_R2_001.fastq.gz,36.620733333333334,-121.90196666666667,73-Haliotis,AWJG02C08,73-Haliotis
AWJG02H08,AWJG02H08,GCA_023055435.1,AWJG02H08_R1_001.fastq.gz,AWJG02H08_R2_001.fastq.gz,41.050533333333334,-124.15049166666667,73-Haliotis,AWJG02H08,73-Haliotis
AWJG02E08,AWJG02E08,GCA_023055435.1,AWJG02E08_R1_001.fastq.gz,AWJG02E08_R2_001.fastq.gz,31.86674,-116.59637,73-Haliotis,AWJG02E08,73-Haliotis
AWJG02D08,AWJG02D08,GCA_023055435.1,AWJG02D08_R1_001.fastq.gz,AWJG02D08_R2_001.fastq.gz,34.05266111111111,-120.3465361111111,73-Haliotis,AWJG02D08,73-Haliotis
